Id,ComponentCode__c,ComponentDescription__c,Name,Status__c
a0yDO000000QRmCYAW,F13,HOISTWAY DOORS - SILL,F13,Active
a0yDO000000QRmDYAW,F14,HOISTWAY DOORS - SIGHT GUARD/ASTRAGAL,F14,Active
a0yDO000000QRmEYAW,F15,HOISTWAY DOORS - ROLLER/UPTHRUST,F15,Active
a0yDO000000QRmFYAW,F16,HOISTWAY DOORS - SPIRATOR,F16,Active
a0yDO000000QRmGYAW,F17,HOISTWAY DOORS - TRACK,F17,Active
a0yDO000000QRv6YAG,D44,CAR DOOR - ENCODER,D44,Active
a0yDO000000QRv3YAG,D41,CAR DOOR - COUPLINGS,D41,Active
a0yDO000000QRv4YAG,D42,CAR DOOR - DOOR CHECK,D42,Active
a0yDO000000QRv5YAG,D43,CAR DOOR - DOOR CONTROLLER,D43,Active
a0yDO000000QRv7YAG,D45,CAR DOOR - GEARS,D45,Active
a0yDO000000QRv8YAG,D46,CAR DOOR - GEAR REDUCTION UNIT,D46,Active
a0yDO000000QRv9YAG,D47,CAR DOOR - LINKAGE,D47,Active
a0yDO000000QRvAYAW,D48,CAR DOOR - PC BOARD,D48,Active
a0yDO000000QRvBYAW,D49,CAR DOOR - RESISTOR,D49,Active
a0yDO000000QRvCYAW,D50,CAR DOOR - RETIRING CAM,D50,Active
a0yDO000000QRvDYAW,D51,CAR DOOR - SCREW,D51,Active
a0yDO000000QRvEYAW,D52,CAR DOOR - SPROCKET,D52,Active
a0yDO000000QRvFYAW,D53,CAR DOOR - VARIABLE PITCH SCREW,D53,Active
a0yDO000000QRvGYAW,D99,CAR DOOR - OTHER,D99,Active
a0yDO000000QRvHYAW,E01,CAR - BUTTON,E01,Active
a0yDO000000QRvIYAW,E02,CAR - COP (CAR OPERATING PANEL),E02,Active
a0yDO000000QRvJYAW,E03,CAR - CAR POSITION INDICATOR (CPI),E03,Active
a0yDO000000QRvKYAW,Z25,"MEETINGS-CUSTOMER, CONSULTANT",Z25,Active
a0yDO000000QRvLYAW,Z26,"OBTAINING PARTS, TOOLS, MAT'L",Z26,Active
a0yDO000000QRvMYAW,Z27,STEP SKIRT INDEX TEST,Z27,Active
a0yDO000000QRvNYAW,Z28,SETUP / MOVE MATERIAL / TOOLS,Z28,Active
a0yDO000000QRvOYAW,Z29,JOB HAZARDOUS ANALYSIS (JHA),Z29,Active
a0yDO000000QRvPYAW,Z30,ESC. CONTROLLER COVERS PRESENT,Z30,Active
a0yDO000000QRvQYAW,Z31,ESC. CONTROLLER COVERS REQUIRED,Z31,Active
a0yDO000000QRvRYAW,Z99,OTHER,Z99,Active
a0yDO000000QRvSYAW,Z23,STANDBY,Z23,Active
a0yDO000000QRvTYAW,Z24,EMERGENCY POWER TEST,Z24,Active
a0yDO000000QRvUYAW,E07,CAR - CAR LIGHTING,E07,Active
a0yDO000000QRvVYAW,E08,CAR - KEY SWITCH,E08,Active
a0yDO000000QRvWYAW,E09,CAR - PHONE/INTERCOM,E09,Active
a0yDO000000QRvXYAW,E10,CAR - ALARM BELL/STOP/SWITCH,E10,Active
a0yDO000000QRvYYAW,E11,CAR - SAFETY OPERATED SWITCH (SOS),E11,Active
a0yDO000000QRvZYAW,E12,CAR - SELECTOR TAPE SWITCH,E12,Active
a0yDO000000QRvaYAG,E13,CAR - DOOR ZONE SWITCH,E13,Active
a0yDO000000QRvbYAG,E14,CAR - LEVELING SWITCH/CAM/MAGNET,E14,Active
a0yDO000000QRvcYAG,L32,SELECTOR - BASE,L32,Active
a0yDO000000QRvdYAG,L33,SELECTOR - BEARING,L33,Active
a0yDO000000QRveYAG,L34,SELECTOR - CHAIN,L34,Active
a0yDO000000QRvfYAG,M09,GENERATOR - WIRING,M09,Active
a0yDO000000QRvgYAG,M10,GENERATOR - AC STATOR,M10,Active
a0yDO000000QRvhYAG,M11,GENERATOR - BLOWER,M11,Active
a0yDO000000QRviYAG,N07,MOTOR - LOAD WEIGHING TRANSDUCER,N07,Active
a0yDO000000QRvjYAG,N98,CANADIAN FEDERAL GOV'T INSPECTION,N98,Active
a0yDO000000QRvkYAG,B99,GROUP CONTROLLER - OTHER,B99,Active
a0yDO000000QRvlYAG,C01,STARTER PANEL - RELAY/SWITCH,C01,Active
a0yDO000000QS1GYAW,M07,GENERATOR - BRUSHES/RIGGING,M07,Active
a0yDO000000QS1DYAW,L30,SELECTOR - ADVANCER MOTOR,L30,Active
a0yDO000000QS1EYAW,L31,SELECTOR - ADVANCER PANEL,L31,Active
a0yDO000000QS1FYAW,M06,GENERATOR - BEARING,M06,Active
a0yDO000000QS1HYAW,C03,STARTER PANEL - RECTIFIER,C03,Active
a0yDO000000QS1IYAW,T06,ESCALATOR - HANDRAIL ROLLERS,T06,Active
a0yDO000000QS1JYAW,S99,MAIN MACHINE - OTHER,S99,Active
a0yDO000000QS1KYAW,T07,ESCALATOR - HANDRAIL GUIDES,T07,Active
a0yDO000000QS1LYAW,T08,ESCALATOR - NON-REVERSAL DEVICE,T08,Active
a0yDO000000QS1MYAW,T09,ESCALATOR - PRESSURE BELT (POLY V BELT),T09,Active
a0yDO000000QS1NYAW,T86,ESCALATOR - MISSING STEP DEVICE,T86,Active
a0yDO000000QS1OYAW,T54,ESCALATOR - DRIVE SPROCKET,T54,Active
a0yDO000000QS1PYAW,T55,ESCALATOR - EMERGENCY BRAKE,T55,Active
a0yDO000000QS1QYAW,T56,ESCALATOR - EXTERNAL GEARS,T56,Active
a0yDO000000QS1RYAW,T57,ESCALATOR - FRICTION DEVICE,T57,Active
a0yDO000000QS1SYAW,T58,ESCALATOR - GOVERNOR/SPEED SENSOR,T58,Active
a0yDO000000QS1TYAW,T59,ESCALATOR - HELICAL GEAR,T59,Active
a0yDO000000QS1UYAW,T60,ESCALATOR - LUBRICATION SYSTEM,T60,Active
a0yDO000000QS1VYAW,T61,ESCALATOR - MACHINE BRAKE,T61,Active
a0yDO000000QS1WYAW,T62,ESCALATOR - MAIN DRIVE,T62,Active
a0yDO000000QS1XYAW,T63,ESCALATOR - MOTOR,T63,Active
a0yDO000000QS1YYAW,T64,ESCALATOR - ROTOR,T64,Active
a0yDO000000QS1ZYAW,T65,ESCALATOR - STATOR,T65,Active
a0yDO000000QS1aYAG,T66,ESCALATOR - THRUST BEARING,T66,Active
a0yDO000000QS1bYAG,T67,ESCALATOR - WORM AND GEAR,T67,Active
a0yDO000000QS1cYAG,T68,ESCALATOR - FAULT FINDER,T68,Active
a0yDO000000QS1dYAG,M08,GENERATOR - COMPOUNDING,M08,Active
a0yDO000000QS1eYAG,N05,MOTOR - ENCODER/COUPLING,N05,Active
a0yDO000000QS1fYAG,N06,MOTOR - COUPLING(MOTOR TO ENCODER),N06,Active
a0yDO000000QS1gYAG,S11,MAIN MACHINE - COUPLING (MOTOR-TO-GEAR CASE),S11,Active
a0yDO000000QS1hYAG,S12,MAIN MACHINE - ENCODER,S12,Active
a0yDO000000QRcIYAW,K04,LOBBY PANEL - PHONE/INTERCOM,K04,Active
a0yDO000000QRcFYAW,090,FWD SLAVE VEHICLE DOOR ENABLE SELF TEST EAST LANE,090,Active
a0yDO000000QRcGYAW,K02,LOBBY PANEL - KEY SWITCH,K02,Active
a0yDO000000QRcHYAW,K03,LOBBY PANEL - TOGGLE SWITCH,K03,Active
a0yDO000000QRcJYAW,K05,LOBBY PANEL - AUTO PROGRAM SELECTION,K05,Active
a0yDO000000QRcKYAW,K06,LOBBY PANEL - AUTO INTERVAL ADJUSTMENT,K06,Active
a0yDO000000QRcLYAW,K07,LOBBY PANEL - INFORMATION DISPLAY / EMS,K07,Active
a0yDO000000QRcMYAW,K99,LOBBY PANEL - OTHER,K99,Active
a0yDO000000QRcNYAW,L47,SELECTOR - TRAVEL NUT,L47,Active
a0yDO000000QRcOYAW,L48,SELECTOR - VERTICAL WORM,L48,Active
a0yDO000000QRcPYAW,L49,SLS SWITCHES,L49,Active
a0yDO000000QRcQYAW,M21,GENERATOR - WIRING,M21,Active
a0yDO000000QRcRYAW,S39,MAIN MACHINE - BRAKE PULLEY,S39,Active
a0yDO000000QRcSYAW,L01,SELECTOR - LEVELING SPEED,L01,Active
a0yDO000000QRcTYAW,L02,SELECTOR - LEVELING ACCURACY,L02,Active
a0yDO000000QRcUYAW,L03,SELECTOR - FLOOR STOPS / PIE PLATES,L03,Active
a0yDO000000QRcVYAW,L04,SELECTOR - LEVELING DEVICE OR RING,L04,Active
a0yDO000000QRcWYAW,L05,SELECTOR - ADVANCER DRIVE / MOTOR,L05,Active
a0yDO000000QRcXYAW,L06,SELECTOR - STOP CONTROL SWITCH,L06,Active
a0yDO000000QRcYYAW,L10,SELECTOR - MOTOR,L10,Active
a0yDO000000QRcZYAW,L11,SELECTOR - TAPE/CABLE/SHEAVE,L11,Active
a0yDO000000QRcaYAG,M22,MEGGER,M22,Active
a0yDO000000QRcbYAG,M99,GENERATOR - OTHER,M99,Active
a0yDO000000QRccYAG,N01,MOTOR - BEARING,N01,Active
a0yDO000000QRcdYAG,K01,LOBBY PANEL - LIGHTS,K01,Active
a0yDO000000QRceYAG,141,FWD SLAVE VEHICLE LEFT #2 EMERGENCY ACCESS DOOR OP,141,Active
a0yDO000000QRcfYAG,142,FWD SLAVE VEHILCE LEFT #3 EMERGENCY ACCESS DOOR OP,142,Active
a0yDO000000QRcgYAG,143,FWD SLAVE VEHICLE SAFE TO OPERATE SELF TEST WEST L,143,Active
a0yDO000000QRchYAG,144,FWD SLAVE VEHICLE DOOR ENABLE SELF TEST WEST LANE,144,Active
a0yDO000000QRciYAG,145,FWD SLAVE VEHICLE LEFT #1 DOOR NOT LOCKED WEST LAN,145,Active
a0yDO000000QRcjYAG,L07,SELECTOR - DOOR ZONE CONTACT,L07,Active
a0yDO000000QRckYAG,L08,SELECTOR - FLOOR COIL,L08,Active
a0yDO000000QRclYAG,L09,SELECTOR - SELECTOR CHAIN,L09,Active
a0yDO000000QRcmYAG,147,FWD SLAVE VEHICLE LEFT #3 DOOR NOT LOCKED WEST LAN,147,Active
a0yDO000000QRcnYAG,148,FWD SLAVE VEHICLE RIGHT #1 DOOR NOT LOCKED WEST LA,148,Active
a0yDO000000QRcoYAG,N02,MOTOR - BRUSH,N02,Active
a0yDO000000QRcpYAG,569,MACHINE ROOM DEROPEMENT UNIT,569,Active
a0yDO000000QRcqYAG,570,MACHINE ROOM HYDRAULIC DAMPENING SYSTEM,570,Active
a0yDO000000QRcrYAG,571,MACHINE ROOM TACHOMETER TERMINATION BOX,571,Active
a0yDO000000QRcsYAG,A08,CAR CONTROLLER- POWER SUPPLY/RECTIFIER/TRANSFORMER,A08,Active
a0yDO000000QRctYAG,A09,CAR CONTROLLER - SES (FIREMAN'S SERVICE),A09,Active
a0yDO000000QRcuYAG,A10,CAR CONTROLLER - MAINLINE FUSE,A10,Active
a0yDO000000QRmHYAW,F18,HOISTWAY DOORS - RELATING CABLE/ PULLEY,F18,Active
a0yDO000000QRmIYAW,F19,HOISTWAY DOORS - RESTRICTOR,F19,Active
a0yDO000000QRmJYAW,F30,HOISTWAY DOORS - AIR CORD,F30,Active
a0yDO000000QRmKYAW,F31,HOISTWAY DOORS - DOOR PANEL,F31,Active
a0yDO000000QRmLYAW,F32,HOISTWAY DOORS - ECCENTRIC,F32,Active
a0yDO000000QRmMYAW,F33,HOISTWAY DOORS - GUIDE,F33,Active
a0yDO000000QRmNYAW,F34,HOISTWAY DOORS - LATCH,F34,Active
a0yDO000000QRmOYAW,F35,"HOISTWAY DOORS - ROLLER, HANGER",F35,Active
a0yDO000000QRmPYAW,E69,CAR - SAFETIES,E69,Active
a0yDO000000QRmQYAW,E70,CAR - SHAFT,E70,Active
a0yDO000000QRmRYAW,F36,"HOISTWAY DOORS - ROLLER, UPTHRUST",F36,Active
a0yDO000000QRmSYAW,F37,HOISTWAY DOORS - SHEAVE,F37,Active
a0yDO000000QRmTYAW,F38,HOISTWAY DOORS - SILL TRIP,F38,Active
a0yDO000000QRmUYAW,F39,HOISTWAY DOORS - UNLOCKING DEVICE,F39,Active
a0yDO000000QRmVYAW,F41,HOISTWAY DOOR  - BEARINGS,F41,Active
a0yDO000000QRmWYAW,F42,HOISTWAY DOOR  - GEAR REDUCTION UNIT,F42,Active
a0yDO000000QRmXYAW,F43,HOISTWAY DOOR  - PC BOARD,F43,Active
a0yDO000000QRmYYAW,F44,HOISTWAY DOOR  - RESISTOR,F44,Active
a0yDO000000QRmZYAW,L37,SELECTOR - CROSSHEAD,L37,Active
a0yDO000000QRmaYAG,L38,SELECTOR - FLOOR BARS,L38,Active
a0yDO000000QRmbYAG,L39,SELECTOR - GEARS,L39,Active
a0yDO000000QRmcYAG,F48,HOISTWAY DOOR  - SWITCHES,F48,Active
a0yDO000000QRmdYAG,G02,HOISTWAY - CAR ON BOTTOM FINAL LIMIT,G02,Active
a0yDO000000QRmeYAG,G03,HOISTWAY - LEVELING SWITCH/CAM,G03,Active
a0yDO000000QRmfYAG,G04,HOISTWAY - DOOR ZONE SWITCH/CAM,G04,Active
a0yDO000000QRmgYAG,G05,HOISTWAY - BELL,G05,Active
a0yDO000000QRmhYAG,G06,HOISTWAY - TRAVELING CABLE,G06,Active
a0yDO000000QRmiYAG,G07,HOISTWAY - COUNTERWEIGHT GUIDES,G07,Active
a0yDO000000QRmjYAG,G08,HOISTWAY - ROPES: HOIST,G08,Active
a0yDO000000QRmkYAG,G09,HOISTWAY - ROPES/CHAIN: COMPENSATING,G09,Active
a0yDO000000QRmlYAG,G10,HOISTWAY - ROPES: GOVERNOR,G10,Active
a0yDO000000QRmmYAG,G11,HOISTWAY - RAILS - CWT,G11,Active
a0yDO000000QRmnYAG,G12,HOISTWAY - INDUCTOR,G12,Active
a0yDO000000QRmoYAG,G13,HOISTWAY - RAILS,G13,Active
a0yDO000000QRmpYAG,G14,HOISTWAY - SWITCH/CAM/MAGNET,G14,Active
a0yDO000000QRvpYAG,171,AFT SLAVE VEHICLE PHASE LOSS EAST LANE,171,Active
a0yDO000000QRvmYAG,C02,STARTER PANEL - RESISTOR,C02,Active
a0yDO000000QRvnYAG,169,AFT SLAVE VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED,169,Active
a0yDO000000QRvoYAG,170,AFT SLAVE VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED,170,Active
a0yDO000000QRvqYAG,172,MASTER VEHICLE FWD BLOWER MOTOR TEMPERATURE HIGH E,172,Active
a0yDO000000QRvrYAG,173,MASTER VEHICLE FWD BLOWER OIL COOLING EQUIPMENT FA,173,Active
a0yDO000000QRvsYAG,174,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK1 FAUL,174,Active
a0yDO000000QRvtYAG,175,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK2 FAUL,175,Active
a0yDO000000QRvuYAG,176,MASTER VEHICLE FWD BLOWER OIL PLUMBING FAULT EAST,176,Active
a0yDO000000QRvvYAG,177,MASTER VEHICLE AFT BLOWER MOTOR TEMPERATURE HIGH E,177,Active
a0yDO000000QRvwYAG,178,MASTER VEHICLE AFT BLOWER OIL COOLING EQUIPMENT FA,178,Active
a0yDO000000QRvxYAG,179,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK1 FAUL,179,Active
a0yDO000000QRvyYAG,180,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK2 FAUL,180,Active
a0yDO000000QRvzYAG,181,MASTER VEHICLE AFT BLOWER OIL PLUMBING FAULT EAST,181,Active
a0yDO000000QRw0YAG,182,MASTER VEHICLE AFT BLOWER FAULT EAST LANE,182,Active
a0yDO000000QRw1YAG,183,MASTER VEHICLE FWD BLOWER FAULT EAST LANE,183,Active
a0yDO000000QRw2YAG,B32,GROUP CONTROLLER - SECURITY / CARD READER,B32,Active
a0yDO000000QRw3YAG,B33,GROUP CONTROLLER - SOFTWARE,B33,Active
a0yDO000000QRw4YAG,184,FWD SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG,184,Active
a0yDO000000QRw5YAG,185,FWD SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT,185,Active
a0yDO000000QRw6YAG,186,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F,186,Active
a0yDO000000QRw7YAG,187,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F,187,Active
a0yDO000000QRw8YAG,188,FWD SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT EA,188,Active
a0yDO000000QRw9YAG,168,AFT SLAVE VEHICLE RIGHT #3 DOOR NOT LOCKED EAST LA,168,Active
a0yDO000000QRwAYAW,189,FWD SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG,189,Active
a0yDO000000QRwBYAW,190,FWD SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT,190,Active
a0yDO000000QRwCYAW,191,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F,191,Active
a0yDO000000QRwDYAW,192,FWD SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F,192,Active
a0yDO000000QRwEYAW,193,FWD SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT EA,193,Active
a0yDO000000QRwFYAW,194,FWD SLAVE VEHICLE AFT BLOWER FAULT EAST LANE,194,Active
a0yDO000000QRwGYAW,195,FWD SLAVE VEHICLE FWD BLOWER FAULT EAST LANE,195,Active
a0yDO000000QRwHYAW,196,AFT SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG,196,Active
a0yDO000000QRwIYAW,197,AFT SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT,197,Active
a0yDO000000QRwJYAW,W24,COUNTERWEIGHT GOVERNOR - SWITCHES,W24,Active
a0yDO000000QRwKYAW,T87,ESCALATOR - BRAKE,T87,Active
a0yDO000000QRwLYAW,T88,ESCALATOR - LOADED GAP TEST,T88,Active
a0yDO000000QRwMYAW,T89,ESCALATOR - SKIRT BRUSHES,T89,Active
a0yDO000000QRwNYAW,T90,ESCALATOR-CLEAN DOWN ESCALATOR/REPORT OF CONDITION,T90,Active
a0yDO000000QRwOYAW,S14,MAIN MACHINE - GEAR CASE,S14,Active
a0yDO000000QS1lYAG,594,CONTROL ROOM WAYSIDE VEHICLE COMMUNICATION,594,Active
a0yDO000000QS1iYAG,591,CONTROL ROOM SHEAVE CONTROL CAB-OPERATOR,591,Active
a0yDO000000QS1jYAG,592,CONTROL ROOM CONSOLE,592,Active
a0yDO000000QS1kYAG,593,CONTROL ROOM COMMUNICATION CABINETS,593,Active
a0yDO000000QS1mYAG,595,CONTROL ROOM PA,595,Active
a0yDO000000QS1nYAG,596,CONTROL ROOM CCTV,596,Active
a0yDO000000QS1oYAG,597,CONTROL ROOM DIAGNOSTIC COMMUNICATION,597,Active
a0yDO000000QS1pYAG,598,CONTROL ROOM SUPERVISOR PC,598,Active
a0yDO000000QS1qYAG,605,ELECTRICAL ROOM UPS,605,Active
a0yDO000000QS1rYAG,606,ELECTRICAL ROOM CONVERTER,606,Active
a0yDO000000QS1sYAG,607,ELECTRICAL ROOM MAIN CB PANEL,607,Active
a0yDO000000QS1tYAG,608,ELECTRICAL ROOM DRIVE TRANSFORMER,608,Active
a0yDO000000QS1uYAG,T69,ESCALATOR - RECTIFIERS,T69,Active
a0yDO000000QS1vYAG,T70,ESCALATOR - RELAYS/SWITCHES,T70,Active
a0yDO000000QS1wYAG,T71,ESCALATOR - RESISTOR,T71,Active
a0yDO000000QS1xYAG,T72,ESCALATOR - TRANSFORMERS,T72,Active
a0yDO000000QS1yYAG,T73,ESCALATOR - TRAVELING CABLE,T73,Active
a0yDO000000QS1zYAG,T74,ESCALATOR - WIRING,T74,Active
a0yDO000000QS20YAG,T75,ESCALATOR - HANDRAIL DRIVE/CHAIN/BELT-LEFT,T75,Active
a0yDO000000QS21YAG,T76,ESCALATOR - HANDRAIL DRIVE/CHAIN/BELT-RIGHT,T76,Active
a0yDO000000QS22YAG,T77,ESCALATOR - HANDRAIL GUIDES - LEFT,T77,Active
a0yDO000000QRcyYAG,A14,CAR CONTROLLER - PRIMARY POSITION TRANSDUCER,A14,Active
a0yDO000000QRcvYAG,A11,CAR CONTROLLER - MAINLINE SWITCH,A11,Active
a0yDO000000QRcwYAG,A12,CAR CONTROLLER - STEPPER SWITCH,A12,Active
a0yDO000000QRcxYAG,A13,CAR CONTROLLER - POR(POWER ON RESET),A13,Active
a0yDO000000QRczYAG,A15,CAR CONTROLLER - DIRECT DRIVE/STARTER/REGULATOR,A15,Active
a0yDO000000QRd0YAG,A16,CAR CONTROLLER - STARTER,A16,Active
a0yDO000000QRd1YAG,A17,CAR CONTROLLER - BATTERIES,A17,Active
a0yDO000000QRd2YAG,A18,CAR CONTROLLER - BATTERY CHARGER,A18,Active
a0yDO000000QRd3YAG,A19,CAR CONTROLLER - C-CY LOCKUP,A19,Active
a0yDO000000QRd4YAG,091,FWD SLAVE VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LA,091,Active
a0yDO000000QRd5YAG,092,FWD SLAVE VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LA,092,Active
a0yDO000000QRd6YAG,093,FWD SLAVE VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LA,093,Active
a0yDO000000QRd7YAG,094,FWD SLAVE VEHILCE RIGHT # 3 DOOR NOT LOCKED EAST L,094,Active
a0yDO000000QRd8YAG,095,FWD SLAVE VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST L,095,Active
a0yDO000000QRd9YAG,E33,CAR - SWITCHES,E33,Active
a0yDO000000QRdAYAW,E34,LOAD WEIGHING TRANSDUCER,E34,Active
a0yDO000000QRdBYAW,E40,CAR - CDI,E40,Active
a0yDO000000QRdCYAW,E41,CAR - CEILING,E41,Active
a0yDO000000QRdDYAW,E42,CAR - CPI,E42,Active
a0yDO000000QRdEYAW,141,FWD SLAVE VEHICLE LEFT #2 EMERGENCY ACCESS DOOR OP,141,Active
a0yDO000000QRdFYAW,142,FWD SLAVE VEHILCE LEFT #3 EMERGENCY ACCESS DOOR OP,142,Active
a0yDO000000QRdGYAW,143,FWD SLAVE VEHICLE SAFE TO OPERATE SELF TEST WEST L,143,Active
a0yDO000000QRdHYAW,144,FWD SLAVE VEHICLE DOOR ENABLE SELF TEST WEST LANE,144,Active
a0yDO000000QRdIYAW,145,FWD SLAVE VEHICLE LEFT #1 DOOR NOT LOCKED WEST LAN,145,Active
a0yDO000000QRdJYAW,147,FWD SLAVE VEHICLE LEFT #3 DOOR NOT LOCKED WEST LAN,147,Active
a0yDO000000QRdKYAW,148,FWD SLAVE VEHICLE RIGHT #1 DOOR NOT LOCKED WEST LA,148,Active
a0yDO000000QRdLYAW,149,FWD SLAVE VEHICLE RIGHT #2 DOOR NOT LOCKED WEST LA,149,Active
a0yDO000000QRdMYAW,150,FWD SLAVE VEHICLE RIGHT #3 DOOR NOT LOCKED WEST LA,150,Active
a0yDO000000QRdNYAW,151,FWD SLAVE VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED,151,Active
a0yDO000000QRdOYAW,152,FWD SLAVE VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED,152,Active
a0yDO000000QRwSYAW,S18,MAIN MACHINE - MOTOR,S18,Active
a0yDO000000QRwPYAW,S15,MAIN MACHINE - HOSE,S15,Active
a0yDO000000QRwQYAW,S16,MAIN MACHINE - LOAD WEIGHING TRANSDUCER,S16,Active
a0yDO000000QRwRYAW,S17,MAIN MACHINE - MAIN BEARING,S17,Active
a0yDO000000QRwTYAW,S19,MAIN MACHINE - PUMP,S19,Active
a0yDO000000QRwUYAW,M15,GENERATOR - GROUND FAULT,M15,Active
a0yDO000000QRwVYAW,P03,HYDRAULIC MACHINE - BELT,P03,Active
a0yDO000000QRwWYAW,P04,HYDRAULIC MACHINE - VALVE,P04,Active
a0yDO000000QRwXYAW,P05,HYDRAULIC MACHINE - HOSE,P05,Active
a0yDO000000QRwYYAW,P02,HYDRAULIC MACHINE - PUMP,P02,Active
a0yDO000000QRwZYAW,S13,MAIN MACHINE - FIELDS,S13,Active
a0yDO000000QRwaYAG,P06,HYDRAULIC MACHINE - ADDED OIL,P06,Active
a0yDO000000QRwbYAG,S20,MAIN MACHINE - ROTOR,S20,Active
a0yDO000000QRwcYAG,S44,MAIN MACHINE - CABLE LINER,S44,Active
a0yDO000000QRwdYAG,S45,MAIN MACHINE - COMMUTATOR,S45,Active
a0yDO000000QRweYAG,S46,MAIN MACHINE - COUPLING,S46,Active
a0yDO000000QRwfYAG,P07,HYDRAULIC MACHINE - REM OIL SENSOR,P07,Active
a0yDO000000QRwgYAG,P08,HYDRAULIC MACHINE - PIPING / FITTINGS,P08,Active
a0yDO000000QRwhYAG,P09,HYDRAULIC MACHINE - OIL / TANK / HEATER,P09,Active
a0yDO000000QRwiYAG,P99,HYDRAULIC MACHINE - OTHER,P99,Active
a0yDO000000QRwjYAG,S21,MAIN MACHINE - SEAL,S21,Active
a0yDO000000QRwkYAG,S22,MAIN MACHINE - STATOR,S22,Active
a0yDO000000QRwlYAG,E64,CAR - INDUCTORS,E64,Active
a0yDO000000QRwmYAG,E65,CAR - ISOLATION,E65,Active
a0yDO000000QRwnYAG,R01,GEAR CASE - SEALS,R01,Active
a0yDO000000QRwoYAG,R02,GEAR CASE - MAIN BEARING,R02,Active
a0yDO000000QRwpYAG,R03,GEAR CASE - THRUST BEARING,R03,Active
a0yDO000000QRwqYAG,S23,MAIN MACHINE - THRUST BEARING,S23,Active
a0yDO000000QRwrYAG,S24,MAIN MACHINE - VALVE,S24,Active
a0yDO000000QRwsYAG,S25,MAIN MACHINE - BRAKE SWITCH,S25,Active
a0yDO000000QRwtYAG,S26,MAIN MACHINE - FAN / BLOWER,S26,Active
a0yDO000000QRwuYAG,E66,CAR - LIGHT,E66,Active
a0yDO000000QRwvYAG,E67,CAR - LOAD WEIGHING,E67,Active
a0yDO000000QRwwYAG,E68,CAR - PC BOARD,E68,Active
a0yDO000000QRwxYAG,E69,CAR - SAFETIES,E69,Active
a0yDO000000QRwyYAG,E70,CAR - SHAFT,E70,Active
a0yDO000000QRwzYAG,E71,CAR - SHEAVE,E71,Active
a0yDO000000QRx0YAG,E73,CAR - TERMINAL MOTION SWITCH,E73,Active
a0yDO000000QRx1YAG,E74,CAR - CAR FRAME / SAFETIES,E74,Active
a0yDO000000QRx2YAG,E99,CAR - OTHER,E99,Active
a0yDO000000QRx3YAG,F01,HOISTWAY DOORS - INTERLOCK/ELECTRICAL,F01,Active
a0yDO000000QRx4YAG,F02,HOISTWAY DOORS - DOOR LOCK/BELL CRANK/MECHANICAL,F02,Active
a0yDO000000QRx5YAG,F03,HOISTWAY DOORS - CHECK,F03,Active
a0yDO000000QRx6YAG,F04,HOISTWAY DOORS - CLOSER/WEIGHTED,F04,Active
a0yDO000000QRx7YAG,F05,HOISTWAY DOORS - HANGER,F05,Active
a0yDO000000QS26YAG,T81,ESCALATOR - HANDRAIL ROLLERS / NEWELS - RIGHT,T81,Active
a0yDO000000QS23YAG,T78,ESCALATOR - HANDRAIL GUIDES - RIGHT,T78,Active
a0yDO000000QS24YAG,T79,ESCALATOR - HANDRAIL ROLLERS / NEWELS - LEFT,T79,Active
a0yDO000000QS25YAG,T80,ESCALATOR - MDSB UPGRADE (MAIN DRIVE SHAFT BRAKE),T80,Active
a0yDO000000QS27YAG,T82,ESCALATOR - HANDRAIL SPEED SENSOR - LEFT,T82,Active
a0yDO000000QS28YAG,T83,ESCALATOR - HANDRAIL SPEED SENSOR - RIGHT,T83,Active
a0yDO000000QS29YAG,T84,ESCALATOR - MACHINE/DRIVE CHAIN/BELT/SPROCKET,T84,Active
